PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
548,Survived,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,13.8625,,Cherbourg
549,Dead,3,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,,Southhampton
550,Survived,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,,Southhampton
551,Survived,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C70,Cherbourg
552,Dead,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,,Southhampton
553,Dead,3,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Queenstown
554,Survived,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,7.225,,Cherbourg
555,Survived,3,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,,Southhampton
556,Dead,1,"Wright, Mr. George",male,62,0,0,113807,26.55,,Southhampton
557,Survived,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,Cherbourg
558,Dead,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,Cherbourg
559,Survived,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,Southhampton
560,Survived,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,,Southhampton
561,Dead,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Queenstown
562,Dead,3,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,,Southhampton
563,Dead,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,,Southhampton
564,Dead,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,Southhampton
565,Dead,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,Southhampton
566,Dead,3,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,24.15,,Southhampton
567,Dead,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,,Southhampton
568,Dead,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,,Southhampton
569,Dead,3,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,Cherbourg
570,Survived,3,"Jonsson, Mr. Carl",male,32,0,0,350417,7.8542,,Southhampton
571,Survived,2,"Harris, Mr. George",male,62,0,0,S.W./PP 752,10.5,,Southhampton
572,Survived,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,51.4792,C101,Southhampton
573,Survived,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,PC 17474,26.3875,E25,Southhampton
574,Survived,3,"Kelly, Miss. Mary",female,,0,0,14312,7.75,,Queenstown
575,Dead,3,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,,Southhampton
576,Dead,3,"Patchett, Mr. George",male,19,0,0,358585,14.5,,Southhampton
577,Survived,2,"Garside, Miss. Ethel",female,34,0,0,243880,13,,Southhampton
578,Survived,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,E44,Southhampton
579,Dead,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,Cherbourg
580,Survived,3,"Jussila, Mr. Eiriik",male,32,0,0,STON/O 2. 3101286,7.925,,Southhampton
581,Survived,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30,,Southhampton
582,Survived,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C68,Cherbourg
583,Dead,2,"Downton, Mr. William James",male,54,0,0,28403,26,,Southhampton
584,Dead,1,"Ross, Mr. John Hugo",male,36,0,0,13049,40.125,A10,Cherbourg
585,Dead,3,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,,Cherbourg
586,Survived,1,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,Southhampton
587,Dead,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15,,Southhampton
588,Survived,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,13567,79.2,B41,Cherbourg
589,Dead,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,,Southhampton
590,Dead,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,,Southhampton
591,Dead,3,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,,Southhampton
592,Survived,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,Cherbourg
593,Dead,3,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,,Southhampton
594,Dead,3,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Queenstown
595,Dead,2,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,26,,Southhampton
596,Dead,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,,Southhampton
597,Survived,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,33,,Southhampton
598,Dead,3,"Johnson, Mr. Alfred",male,49,0,0,LINE,0,,Southhampton
599,Dead,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,Cherbourg
600,Survived,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,A20,Cherbourg
601,Survived,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,27,,Southhampton
602,Dead,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,Southhampton
603,Dead,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,Southhampton
604,Dead,3,"Torber, Mr. Ernst William",male,44,0,0,364511,8.05,,Southhampton
605,Survived,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,26.55,,Cherbourg
606,Dead,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,,Southhampton
607,Dead,3,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,,Southhampton
608,Survived,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,30.5,,Southhampton
609,Survived,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,41.5792,,Cherbourg
610,Survived,1,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,153.4625,C125,Southhampton
611,Dead,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,,Southhampton
612,Dead,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,Southhampton
613,Survived,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,,Queenstown
614,Dead,3,"Horgan, Mr. John",male,,0,0,370377,7.75,,Queenstown
615,Dead,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,,Southhampton
616,Survived,2,"Herman, Miss. Alice",female,24,1,2,220845,65,,Southhampton
617,Dead,3,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,14.4,,Southhampton
618,Dead,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,A/5. 3336,16.1,,Southhampton
619,Survived,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,39,F4,Southhampton
620,Dead,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,,Southhampton
621,Dead,3,"Yasbeck, Mr. Antoni",male,27,1,0,2659,14.4542,,Cherbourg
622,Survived,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,52.5542,D19,Southhampton
623,Survived,3,"Nakid, Mr. Sahid",male,20,1,1,2653,15.7417,,Cherbourg
624,Dead,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,,Southhampton
625,Dead,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,,Southhampton
626,Dead,1,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,D50,Southhampton
627,Dead,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,,Queenstown
628,Survived,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,13502,77.9583,D9,Southhampton
629,Dead,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,,Southhampton
630,Dead,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Queenstown
631,Survived,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,30,A23,Southhampton
632,Dead,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,7.0542,,Southhampton
633,Survived,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,30.5,B50,Cherbourg
634,Dead,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0,,Southhampton
635,Dead,3,"Skoog, Miss. Mabel",female,9,3,2,347088,27.9,,Southhampton
636,Survived,2,"Davis, Miss. Mary",female,28,0,0,237668,13,,Southhampton
637,Dead,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,7.925,,Southhampton
638,Dead,2,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,,Southhampton
639,Dead,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,39.6875,,Southhampton
640,Dead,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,Southhampton
641,Dead,3,"Jensen, Mr. Hans Peder",male,20,0,0,350050,7.8542,,Southhampton
642,Survived,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,B35,Cherbourg
643,Dead,3,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,27.9,,Southhampton
644,Survived,3,"Foo, Mr. Choong",male,,0,0,1601,56.4958,,Southhampton
645,Survived,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,Cherbourg
646,Survived,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,76.7292,D33,Cherbourg
647,Dead,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,,Southhampton
648,Survived,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,Cherbourg
649,Dead,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,Southhampton
650,Survived,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,7.55,,Southhampton
651,Dead,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,Southhampton
652,Survived,2,"Doling, Miss. Elsie",female,18,0,1,231919,23,,Southhampton
653,Dead,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,8.4333,,Southhampton
654,Survived,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,,Queenstown
655,Dead,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,,Queenstown
656,Dead,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,,Southhampton
657,Dead,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,Southhampton
658,Dead,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,,Queenstown
659,Dead,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,,Southhampton
660,Dead,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,Cherbourg
661,Survived,1,"Frauenthal, Dr. Henry William",male,50,2,0,PC 17611,133.65,,Southhampton
662,Dead,3,"Badt, Mr. Mohamed",male,40,0,0,2623,7.225,,Cherbourg
663,Dead,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,25.5875,E58,Southhampton
664,Dead,3,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,,Southhampton
665,Survived,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,7.925,,Southhampton
666,Dead,2,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,,Southhampton
667,Dead,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,,Southhampton
668,Dead,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,Southhampton
669,Dead,3,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,,Southhampton
670,Survived,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52,C126,Southhampton
671,Survived,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,,Southhampton
672,Dead,1,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,Southhampton
673,Dead,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,Southhampton
674,Survived,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,,Southhampton
675,Dead,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0,,Southhampton
676,Dead,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,Southhampton
677,Dead,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,Southhampton
678,Survived,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,,Southhampton
679,Dead,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,Southhampton
680,Survived,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,B51 B53 B55,Cherbourg
681,Dead,3,"Peters, Miss. Katie",female,,0,0,330935,8.1375,,Queenstown
682,Survived,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,D49,Cherbourg
683,Dead,3,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,,Southhampton
684,Dead,3,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,,Southhampton
685,Dead,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,Southhampton
686,Dead,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,Cherbourg
687,Dead,3,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,Southhampton
688,Dead,3,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,,Southhampton
689,Dead,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,,Southhampton
690,Survived,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,Southhampton
691,Survived,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,Southhampton
692,Survived,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,,Cherbourg
693,Survived,3,"Lam, Mr. Ali",male,,0,0,1601,56.4958,,Southhampton
694,Dead,3,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,,Cherbourg
695,Dead,1,"Weir, Col. John",male,60,0,0,113800,26.55,,Southhampton
696,Dead,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,,Southhampton
697,Dead,3,"Kelly, Mr. James",male,44,0,0,363592,8.05,,Southhampton
698,Survived,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,7.7333,,Queenstown
699,Dead,1,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,Cherbourg
700,Dead,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,Southhampton
701,Survived,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C62 C64,Cherbourg
702,Survived,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,Southhampton
703,Dead,3,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,,Cherbourg
704,Dead,3,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Queenstown
705,Dead,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,,Southhampton
706,Dead,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,,Southhampton
707,Survived,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,,Southhampton
708,Survived,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,26.2875,E24,Southhampton
709,Survived,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,,Southhampton
710,Survived,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,Cherbourg
711,Survived,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,Cherbourg
712,Dead,1,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,Southhampton
713,Survived,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,Southhampton
714,Dead,3,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,,Southhampton
715,Dead,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,Southhampton
716,Dead,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,Southhampton
717,Survived,1,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,227.525,C45,Cherbourg
718,Survived,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,Southhampton
719,Dead,3,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Queenstown
720,Dead,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,,Southhampton
721,Survived,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,,Southhampton
722,Dead,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,,Southhampton
723,Dead,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,Southhampton
724,Dead,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,Southhampton
725,Survived,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,Southhampton
726,Dead,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,Southhampton
727,Survived,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,,Southhampton
728,Survived,3,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,,Queenstown
729,Dead,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,,Southhampton
730,Dead,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,,Southhampton
731,Survived,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,Southhampton
732,Dead,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,Cherbourg
733,Dead,2,"Knight, Mr. Robert J",male,,0,0,239855,0,,Southhampton
734,Dead,2,"Berriman, Mr. William John",male,23,0,0,28425,13,,Southhampton
735,Dead,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,,Southhampton
736,Dead,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,Southhampton
737,Dead,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,Southhampton
738,Survived,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,B101,Cherbourg
739,Dead,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,Southhampton
740,Dead,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,Southhampton
741,Survived,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30,D45,Southhampton
742,Dead,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,Southhampton
743,Survived,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
744,Dead,3,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,Southhampton
745,Survived,3,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,7.925,,Southhampton
746,Dead,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,Southhampton
747,Dead,3,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,Southhampton
748,Survived,2,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,,Southhampton
749,Dead,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,Southhampton
750,Dead,3,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Queenstown
751,Survived,2,"Wells, Miss. Joan",female,4,1,1,29103,23,,Southhampton
752,Survived,3,"Moor, Master. Meier",male,6,0,1,392096,12.475,E121,Southhampton
753,Dead,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,,Southhampton
754,Dead,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,,Southhampton
755,Survived,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,,Southhampton
756,Survived,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,Southhampton
757,Dead,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,Southhampton
758,Dead,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,,Southhampton
759,Dead,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,,Southhampton
760,Survived,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,Southhampton
761,Dead,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,,Southhampton
762,Dead,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,,Southhampton
763,Survived,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,,Cherbourg
764,Survived,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,Southhampton
765,Dead,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,Southhampton
766,Survived,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,D11,Southhampton
767,Dead,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,Cherbourg
768,Dead,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Queenstown
769,Dead,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Queenstown
770,Dead,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,,Southhampton
771,Dead,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,,Southhampton
772,Dead,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,Southhampton
773,Dead,2,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,Southhampton
774,Dead,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,Cherbourg
775,Survived,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,,Southhampton
776,Dead,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,,Southhampton
777,Dead,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Queenstown
778,Survived,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,,Southhampton
779,Dead,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Queenstown
780,Survived,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,Southhampton
781,Survived,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,,Cherbourg
782,Survived,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,Southhampton
783,Dead,1,"Long, Mr. Milton Clyde",male,29,0,0,113501,30,D6,Southhampton
784,Dead,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,,Southhampton
785,Dead,3,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,Southhampton
786,Dead,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,,Southhampton
787,Survived,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,,Southhampton
788,Dead,3,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,,Queenstown
789,Survived,3,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,20.575,,Southhampton
790,Dead,1,"Guggenheim, Mr. Benjamin",male,46,0,0,PC 17593,79.2,B82 B84,Cherbourg
791,Dead,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Queenstown
792,Dead,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,,Southhampton
793,Dead,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,Southhampton
794,Dead,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,,Cherbourg
795,Dead,3,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,,Southhampton
796,Dead,2,"Otter, Mr. Richard",male,39,0,0,28213,13,,Southhampton
797,Survived,1,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,25.9292,D17,Southhampton
798,Survived,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,,Southhampton
799,Dead,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,,Cherbourg
800,Dead,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,,Southhampton
801,Dead,2,"Ponesell, Mr. Martin",male,34,0,0,250647,13,,Southhampton
802,Survived,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,,Southhampton
803,Survived,1,"Carter, Master. William Thornton II",male,11,1,2,113760,120,B96 B98,Southhampton
804,Survived,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,Cherbourg
805,Survived,3,"Hedman, Mr. Oskar Arvid",male,27,0,0,347089,6.975,,Southhampton
806,Dead,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,,Southhampton
807,Dead,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,Southhampton
808,Dead,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,,Southhampton
809,Dead,2,"Meyer, Mr. August",male,39,0,0,248723,13,,Southhampton
810,Survived,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,E8,Southhampton
811,Dead,3,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,Southhampton
812,Dead,3,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,,Southhampton
813,Dead,2,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,,Southhampton
814,Dead,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,Southhampton
815,Dead,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,Southhampton
816,Dead,1,"Fry, Mr. Richard",male,,0,0,112058,0,B102,Southhampton
817,Dead,3,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,7.925,,Southhampton
818,Dead,2,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,37.0042,,Cherbourg
819,Dead,3,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,6.45,,Southhampton
820,Dead,3,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,,Southhampton
821,Survived,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,12749,93.5,B69,Southhampton
822,Survived,3,"Lulic, Mr. Nikola",male,27,0,0,315098,8.6625,,Southhampton
